match_id,TEAM,MAP_PICK,WIN
2310899,Nexus,Overpass,Y
2310900,PENTA,Inferno,N
2310900,BIG,Cobblestone,N
2310901,"Binary Dragons",Train,N
2310901,Imperial,Cache,N
2310902,"Binary Dragons",Cache,N
2310902,Imperial,Train,N
2310905,Saltbae,Mirage,Y
2310905,Nexus,Cache,Y
2310906,Saltbae,Cache,N
2310906,Nexus,Mirage,N
2310910,iGame.com,0.0,N
2310910,NiP,0.0,N
2310911,Envy,0.0,Y
2310911,"Red Reserve",0.0,Y
2310913,"fnatic Academy",0.0,N
2310913,LDLC,0.0,N
2310914,Kinguin,0.0,N
2310914,Dignitas,0.0,N
2310918,Alpha,Nuke,N
2310918,Alpha,Nuke,Y
2310918,Forcebuy,Cobblestone,N
2310918,Forcebuy,Cobblestone,Y
2310921,"Natus Vincere",Mirage,N
2310921,Virtus.pro,Cobblestone,N
2310923,Bpro,Inferno,N
2310923,Planetkey,Cache,N
2310931,Outlaws,0.0,Y
2310931,Envy,0.0,Y
2310932,iGame.com,0.0,Y
2310932,BIG,0.0,Y
2310933,PENTA,0.0,Y
2310933,"fnatic Academy",0.0,Y
2310934,Tricked,0.0,Y
2310934,Dignitas,0.0,Y
2310935,Epsilon,0.0,Y
2310935,Heroic,0.0,Y
2310936,"Red Reserve",0.0,N
2310936,NiP,0.0,N
2310937,LDLC,0.0,Y
2310937,"North Academy",0.0,Y
2310938,Kinguin,0.0,Y
2310938,"Space Soldiers",0.0,Y
2310939,Tricked,0.0,Y
2310939,Envy,0.0,Y
2310940,PENTA,0.0,N
2310940,BIG,0.0,N
2310941,NiP,0.0,Y
2310941,Epsilon,0.0,Y
2310942,"North Academy",0.0,Y
2310942,"Space Soldiers",0.0,Y
2310943,Heroic,0.0,N
2310943,iGame.com,0.0,N
2310944,Outlaws,0.0,Y
2310944,LDLC,0.0,Y
2310945,Kinguin,0.0,N
2310945,"fnatic Academy",0.0,N
2310946,Dignitas,0.0,N
2310946,"Red Reserve",0.0,N
2310947,BIG,0.0,Y
2310947,"fnatic Academy",0.0,Y
2310948,Dignitas,0.0,Y
2310948,LDLC,0.0,Y
2310949,iGame.com,0.0,N
2310949,Tricked,0.0,N
2310950,Heroic,0.0,Y
2310950,"Red Reserve",0.0,Y
2310951,NiP,0.0,N
2310951,"Space Soldiers",0.0,N
2310952,Outlaws,0.0,Y
2310952,Kinguin,0.0,Y
2310954,Outlaws,Mirage,N
2310954,Outlaws,Mirage,Y
2310954,Nexus,Train,N
2310954,Nexus,Train,Y
2310955,Imperial,Inferno,Y
2310955,TTFU,Train,Y
2310957,Nexus,Cache,N
2310957,Nexus,Cache,Y
2310957,eXtatus,Inferno,N
2310957,eXtatus,Inferno,Y
2310958,Athletico,Nuke,Y
2310958,Athletico,Nuke,N
2310958,"Funky Monkeys",Overpass,Y
2310958,"Funky Monkeys",Overpass,N
2310959,Legacy,Cache,Y
2310959,Legacy,Cache,N
2310959,AVANT,Inferno,Y
2310959,AVANT,Inferno,N
2310960,AVANT,Cobblestone,N
2310960,Athletico,Train,N
2310961,"Funky Monkeys",Mirage,N
2310961,Legacy,Inferno,N
2310962,Legacy,Nuke,N
2310962,Legacy,Nuke,Y
2310962,Athletico,Inferno,N
2310962,Athletico,Inferno,Y
2310963,AVANT,Inferno,Y
2310963,Legacy,Mirage,Y
2310964,NOVA,Mirage,Y
2310964,"Vega Squadron",Train,Y
2310965,K29,Mirage,Y
2310965,teamasd,Overpass,Y
2310966,LOG,Mirage,Y
2310966,pro100,Cobblestone,Y
2310969,"fnatic Academy",0.0,N
2310969,Heroic,0.0,N
2310970,Kinguin,0.0,Y
2310970,Tricked,0.0,Y
2310971,Dignitas,0.0,N
2310971,"Space Soldiers",0.0,N
2310972,Renegades,Nuke,Y
2310972,Complexity,Cache,Y
2310973,Splyce,Train,Y
2310973,Misfits,Mirage,Y
2310974,CLG,Mirage,Y
2310974,Renegades,Overpass,Y
2310975,Misfits,Cobblestone,N
2310975,Misfits,Cobblestone,Y
2310975,Liquid,Overpass,N
2310975,Liquid,Overpass,Y
2310976,CLG,Cobblestone,N
2310976,Liquid,Inferno,N
2310977,Outlaws,Mirage,Y
2310977,Singularity,Train,Y
2310978,"Red Reserve",Cobblestone,N
2310978,PENTA,Train,N
2310979,"Invictus Aquilas",Mirage,N
2310979,"Invictus Aquilas",Mirage,Y
2310979,Imperial,Overpass,N
2310979,Imperial,Overpass,Y
2310980,Squared,Mirage,N
2310980,Nexus,Cobblestone,N
2310983,FlipSid3,Overpass,Y
2310983,BIG,Cache,Y
2310984,Dignitas,Overpass,Y
2310984,K29,Mirage,Y
2310985,Kinguin,Train,Y
2310985,Kinguin,Train,N
2310985,Polaris,Mirage,Y
2310985,Polaris,Mirage,N
2310986,"Space Soldiers",Cobblestone,Y
2310986,Outlaws,Train,Y
2310989,Bpro,Train,N
2310989,Bpro,Train,Y
2310989,Sensei,Cobblestone,N
2310989,Sensei,Cobblestone,Y
2310990,Heroic,Cobblestone,Y
2310990,BIG,Mirage,Y
2310991,Dignitas,Mirage,Y
2310991,Tricked,Train,Y
2310992,Tundra,Cache,Y
2310992,GODSENT,Mirage,Y
2310993,Envy,Train,Y
2310993,"Space Soldiers",Cache,Y
2310994,Spartak,0.0,N
2310994,Team123,0.0,N
2310997,HAVU,0.0,Y
2310997,eXtatus,0.0,Y
2311002,Arcade,Inferno,N
2311002,Imperial,Overpass,N
2311003,Arcade,Overpass,Y
2311003,Imperial,Inferno,Y
2311009,Epsilon,Nuke,N
2311009,Epsilon,Nuke,Y
2311009,PRIDE,Cache,N
2311009,PRIDE,Cache,Y
2311011,"North Academy",Mirage,Y
2311011,Team123,Cobblestone,Y
2311012,PRIDE,Mirage,N
2311012,PRIDE,Mirage,Y
2311012,Outlaws,Nuke,N
2311012,Outlaws,Nuke,Y
2311015,Jaguar,0.0,N
2311015,Complexity,0.0,N
2311018,Luminosity,Overpass,N
2311018,Luminosity,Overpass,Y
2311018,NRG,Cobblestone,N
2311018,NRG,Cobblestone,Y
2311019,Complexity,Mirage,Y
2311019,Renegades,Train,Y
2311021,CLG,Overpass,N
2311021,CLG,Overpass,Y
2311021,Luminosity,Mirage,N
2311021,Luminosity,Mirage,Y
2311023,CLG,Mirage,N
2311023,CLG,Mirage,Y
2311023,Renegades,Cobblestone,N
2311023,Renegades,Cobblestone,Y
2311026,Heroic,Nuke,N
2311026,Dignitas,Inferno,N
2311030,"North Academy",Nuke,Y
2311030,iGame.com,Train,Y
2311032,"fnatic Academy",Inferno,Y
2311032,"fnatic Academy",Inferno,N
2311032,Kungar,Mirage,Y
2311032,Kungar,Mirage,N
2311033,PRIDE,Nuke,Y
2311033,Singularity,Cache,Y
2311034,GODSENT,Mirage,Y
2311034,"Space Soldiers",Cobblestone,Y
2311035,Team123,Nuke,Y
2311035,"Red Reserve",Cobblestone,Y
2311048,Singularity,Train,Y
2311048,Singularity,Train,N
2311048,Team123,Nuke,Y
2311048,Team123,Nuke,N
2311049,RESISTANCE,Inferno,N
2311049,Sensei,Cobblestone,N
2311051,Outlaws,Mirage,N
2311051,Squared,Cobblestone,N
2311052,"Invictus Aquilas",Cobblestone,N
2311052,"Invictus Aquilas",Cobblestone,Y
2311052,TTFU,Nuke,N
2311052,TTFU,Nuke,Y
2311054,Bpro,Inferno,N
2311054,Bpro,Inferno,Y
2311054,Imperial,Cache,N
2311054,Imperial,Cache,Y
2311056,HoP,Inferno,N
2311056,"Binary Dragons",Cache,N
2311057,"Spirit Academy",0.0,N
2311057,zARLANS,0.0,N
2311058,Impossible,0.0,N
2311058,Evolution,0.0,N
2311059,x6tence,0.0,Y
2311059,WASD,0.0,Y
2311083,Astralis,Nuke,N
2311083,Astralis,Nuke,Y
2311083,Virtus.pro,Overpass,N
2311083,Virtus.pro,Overpass,Y
2311110,Squared,Overpass,N
2311110,Forcebuy,Cobblestone,N
2311112,Forcebuy,Train,N
2311112,"Binary Dragons",Cobblestone,N
2311114,Sensei,Mirage,Y
2311114,"Binary Dragons",Train,Y
2311117,hookahlike,Cobblestone,N
2311117,hookahlike,Cobblestone,Y
2311117,"Black Dragons",Train,N
2311117,"Black Dragons",Train,Y
2311118,Keyd,Mirage,N
2311118,Keyd,Mirage,Y
2311118,Glacon,Cache,N
2311118,Glacon,Cache,Y
2311119,TeamOne,Train,Y
2311119,ProGaming,Cache,Y
2311120,TShow,Cobblestone,N
2311120,TShow,Cobblestone,Y
2311120,Merciless,Cache,N
2311120,Merciless,Cache,Y
2311122,Fragsters,0.0,N
2311122,EaV,0.0,N
2311125,ajukreizi,Cobblestone,Y
2311125,ajukreizi,Cobblestone,N
2311125,"North Academy",Train,Y
2311125,"North Academy",Train,N
2311128,Alpha,0.0,N
2311128,Fragsters,0.0,N
2311129,Fragsters,Inferno,N
2311129,EaV,Train,N
2311130,Outlaws,Mirage,N
2311130,eXtatus,Inferno,N
2311131,KPI,Train,N
2311131,Tengri,Mirage,N
2311132,"North Academy",Cache,N
2311132,Singularity,Nuke,N
2311133,"Binary Dragons",Nuke,N
2311133,"Binary Dragons",Nuke,Y
2311133,Alpha,Cobblestone,N
2311133,Alpha,Cobblestone,Y
2311134,eXtatus,Overpass,Y
2311134,WASD,Cache,Y
2311136,"Space Soldiers",Cache,Y
2311136,Imperial,Overpass,Y
2311137,Outlaws,Train,Y
2311137,Kinguin,Overpass,Y
2311138,"fnatic Academy",Cobblestone,N
2311138,"Red Reserve",Mirage,N
2311140,"Red Reserve",Cobblestone,N
2311140,Kinguin,Train,N
2311141,"Space Soldiers",Cobblestone,Y
2311141,"Red Reserve",Mirage,Y
2311142,Keyd,Cache,N
2311142,"Black Dragons",Cobblestone,N
2311143,TeamOne,Cache,Y
2311143,TShow,Train,Y
2311144,"North Academy",0.0,Y
2311144,ajukreizi,0.0,Y
2311147,Nexus,Mirage,Y
2311147,RESISTANCE,Cobblestone,Y
2311148,"fnatic Academy",Train,N
2311148,"fnatic Academy",Train,Y
2311148,"Red Reserve",Cobblestone,N
2311148,"Red Reserve",Cobblestone,Y
2311151,ajukreizi,Cache,N
2311151,Fragsters,Mirage,N
2311152,BIG,Train,N
2311152,LDLC,Inferno,N
2311153,Fragsters,Cache,N
2311153,"North Academy",Nuke,N
2311155,Evolution,Inferno,Y
2311155,"Spirit Academy",Mirage,Y
2311157,rTE,0.0,Y
2311157,Wings.V,0.0,Y
2311158,EHOME,0.0,Y
2311158,LGD,0.0,Y
2311160,7642,Inferno,N
2311160,7642,Inferno,Y
2311160,UYA,Cache,N
2311160,UYA,Cache,Y
2311161,UYA,Mirage,Y
2311161,ViCi,Nuke,Y
2311169,"Spirit Academy",Inferno,N
2311169,eXtatus,Train,N
2311170,LDLC,Train,N
2311170,LDLC,Train,Y
2311170,"North Academy",Cache,N
2311170,"North Academy",Cache,Y
2311171,LDLC,Inferno,N
2311171,LDLC,Inferno,Y
2311171,PRIDE,Train,N
2311171,PRIDE,Train,Y
2311172,Immunity,Inferno,N
2311172,"MVP PK",Nuke,N
2311173,"Dark Sided",Mirage,N
2311173,Recca,Cache,N
2311174,Recca,Cobblestone,N
2311174,"MVP PK",Inferno,N
2311175,Immunity,Nuke,Y
2311175,Immunity,Nuke,N
2311175,"Dark Sided",Cache,Y
2311175,"Dark Sided",Cache,N
2311176,Immunity,Nuke,Y
2311176,"MVP PK",Inferno,Y
2311177,Recca,Inferno,Y
2311177,Recca,Inferno,N
2311177,"MVP PK",Mirage,Y
2311177,"MVP PK",Mirage,N
2311178,Signature,0.0,Y
2311178,Flash,0.0,Y
2311179,Renegades,0.0,Y
2311179,Spotnet,0.0,Y
2311180,7642,0.0,Y
2311180,TYLOO,0.0,Y
2311181,Immunity,0.0,Y
2311181,TheMongolz,0.0,Y
2311182,Flash,0.0,Y
2311182,Renegades,0.0,Y
2311185,Immunity,0.0,Y
2311185,TYLOO,0.0,Y
2311194,"Invictus Aquilas",Cobblestone,N
2311194,"Invictus Aquilas",Cobblestone,Y
2311194,HoP,Cache,N
2311194,HoP,Cache,Y
2311195,"Binary Dragons",Mirage,N
2311195,"Binary Dragons",Mirage,Y
2311195,Fragsters,Nuke,N
2311195,Fragsters,Nuke,Y
2311201,New4,Nuke,N
2311201,Eclipse,Train,N
2311202,7642,Mirage,Y
2311202,Recca,Train,Y
2311203,Recca,Cobblestone,N
2311203,ViCi,Mirage,N
2311204,Recca,Cobblestone,Y
2311204,Recca,Cobblestone,N
2311204,UYA,Cache,Y
2311204,UYA,Cache,N
2311205,7642,Overpass,N
2311205,ViCi,Mirage,N
2311208,Singularity,Inferno,N
2311208,BIG,Overpass,N
2311209,Keyd,Train,N
2311209,Keyd,Train,Y
2311209,TeamOne,Inferno,N
2311209,TeamOne,Inferno,Y
2311211,SK,0.0,Y
2311211,Cloud9,0.0,Y
2311212,Envy,0.0,Y
2311212,G2,0.0,Y
2311213,G2,0.0,N
2311213,Cloud9,0.0,N
2311214,Immortals,0.0,Y
2311214,fnatic,0.0,Y
2311215,Envy,0.0,Y
2311215,fnatic,0.0,Y
2311216,SK,0.0,Y
2311216,Immortals,0.0,Y
2311217,SK,0.0,N
2311217,fnatic,0.0,N
2311218,Envy,0.0,Y
2311218,Cloud9,0.0,Y
2311219,mousesports,0.0,N
2311219,North,0.0,N
2311220,"Natus Vincere",0.0,N
2311220,Liquid,0.0,N
2311221,NRG,0.0,N
2311221,OpTic,0.0,N
2311222,"Natus Vincere",0.0,Y
2311222,mousesports,0.0,Y
2311223,Liquid,0.0,Y
2311223,OpTic,0.0,Y
2311224,North,0.0,N
2311224,NRG,0.0,N
2311225,North,0.0,Y
2311225,"Natus Vincere",0.0,Y
2311226,Liquid,0.0,N
2311226,NRG,0.0,N
2311227,fnatic,0.0,Y
2311227,Cloud9,0.0,Y
2311228,Immortals,0.0,N
2311228,G2,0.0,N
2311229,G2,0.0,Y
2311229,SK,0.0,Y
2311230,Immortals,0.0,Y
2311230,Envy,0.0,Y
2311231,Immortals,0.0,Y
2311231,Cloud9,0.0,Y
2311232,Envy,0.0,N
2311232,SK,0.0,N
2311233,mousesports,0.0,Y
2311233,OpTic,0.0,Y
2311234,G2,0.0,N
2311234,fnatic,0.0,N
2311235,"Natus Vincere",0.0,N
2311235,NRG,0.0,N
2311236,OpTic,0.0,Y
2311236,North,0.0,Y
2311237,Liquid,0.0,Y
2311237,mousesports,0.0,Y
2311238,"Natus Vincere",0.0,Y
2311238,OpTic,0.0,Y
2311239,North,0.0,Y
2311239,Liquid,0.0,Y
2311240,NRG,0.0,N
2311240,mousesports,0.0,N
2311244,Eclipse,Train,Y
2311244,Eclipse,Train,N
2311244,TYLOO,Mirage,Y
2311244,TYLOO,Mirage,N
2311249,GameplayDNA,Cobblestone,Y
2311249,WASD,Train,Y
2311250,"North Academy",Train,N
2311250,"North Academy",Train,Y
2311250,PRIDE,Nuke,N
2311250,PRIDE,Nuke,Y
2311251,"North Academy",Nuke,Y
2311251,Singularity,Mirage,Y
2311252,PRIDE,Inferno,Y
2311252,BIG,Train,Y
2311253,PRIDE,Nuke,Y
2311253,PRIDE,Nuke,N
2311253,Singularity,Cache,Y
2311253,Singularity,Cache,N
2311254,BIG,Mirage,Y
2311254,"North Academy",Train,Y
2311255,Singularity,Overpass,Y
2311255,LDLC,Nuke,Y
2311256,PENTA,Cache,N
2311256,Tricked,Overpass,N
2311257,Outlaws,Inferno,Y
2311257,Outlaws,Inferno,N
2311257,Kinguin,Train,Y
2311257,Kinguin,Train,N
2311258,Kinguin,Inferno,N
2311258,PENTA,Train,N
2311259,PENTA,Inferno,Y
2311259,PENTA,Inferno,N
2311259,Outlaws,Overpass,Y
2311259,Outlaws,Overpass,N
2311260,Outlaws,Cobblestone,Y
2311260,Outlaws,Cobblestone,N
2311260,Tricked,Train,Y
2311260,Tricked,Train,N
2311261,Kinguin,Overpass,N
2311261,"Red Reserve",Mirage,N
2311262,"Red Reserve",Nuke,N
2311262,"Red Reserve",Nuke,Y
2311262,Tricked,Train,N
2311262,Tricked,Train,Y
2311263,Outlaws,Cobblestone,Y
2311263,Outlaws,Cobblestone,N
2311263,"Red Reserve",Overpass,Y
2311263,"Red Reserve",Overpass,N
2311264,PENTA,Overpass,N
2311264,PENTA,Overpass,Y
2311264,"Red Reserve",Inferno,N
2311264,"Red Reserve",Inferno,Y
2311265,Tricked,Inferno,N
2311265,Tricked,Inferno,Y
2311265,Kinguin,Cobblestone,N
2311265,Kinguin,Cobblestone,Y
2311266,Eclipse,Train,Y
2311266,TYLOO,Mirage,Y
2311267,SK,Mirage,Y
2311267,mousesports,Cache,Y
2311268,Envy,Cobblestone,N
2311268,Envy,Cobblestone,Y
2311268,Liquid,Train,N
2311268,Liquid,Train,Y
2311269,SK,Overpass,Y
2311269,G2,Cache,Y
2311270,North,Nuke,Y
2311270,Liquid,Mirage,Y
2311272,HoP,Cobblestone,Y
2311272,Nexus,Cache,Y
2311273,Nexus,Inferno,N
2311273,Nexus,Inferno,Y
2311273,Bpro,Mirage,N
2311273,Bpro,Mirage,Y
2311275,Evolution,Cobblestone,N
2311275,Tengri,Mirage,N
2311278,"Binary Dragons",Train,Y
2311278,Tricksters,Cobblestone,Y
2311279,Tricksters,Cobblestone,N
2311279,Squared,Train,N
2311280,Evolution,Mirage,Y
2311280,Tengri,Cobblestone,Y
2311283,Tricksters,Train,Y
2311283,"Binary Dragons",Cobblestone,Y
2311286,"Binary Dragons",Inferno,N
2311286,Squared,Mirage,N
2311287,Squared,Inferno,Y
2311287,"Binary Dragons",Mirage,Y
2311296,"North Academy",Overpass,N
2311296,"North Academy",Overpass,Y
2311296,Alpha,Cache,N
2311296,Alpha,Cache,Y
2311307,"Invictus Aquilas",Cobblestone,N
2311307,"Invictus Aquilas",Cobblestone,Y
2311307,Outlaws,Overpass,N
2311307,Outlaws,Overpass,Y
2311311,KPI,Train,N
2311311,eXtatus,Inferno,N
2311312,GameplayDNA,Cache,Y
2311312,GameplayDNA,Cache,N
2311312,Nexus,Cobblestone,Y
2311312,Nexus,Cobblestone,N
2311314,HoP,0.0,Y
2311314,TTFU,0.0,Y
2311317,TTFU,0.0,N
2311317,eSuba,0.0,N
2311319,eSuba,0.0,N
2311319,HoP,0.0,N
2311320,"Playing Ducks",0.0,N
2311320,RCTIC,0.0,N
2311323,Zoctai,0.0,Y
2311323,GameplayDNA,0.0,Y
2311333,"North Academy",Cache,Y
2311333,"North Academy",Cache,N
2311333,eXtatus,Nuke,Y
2311333,eXtatus,Nuke,N
2311341,x6tence,0.0,N
2311341,Planetkey,0.0,N
2311344,Outlaws,Overpass,N
2311344,Planetkey,Nuke,N
2311345,Imperial,Cobblestone,Y
2311345,Imperial,Cobblestone,N
2311345,"Binary Dragons",Inferno,Y
2311345,"Binary Dragons",Inferno,N
2311347,Zoctai,0.0,N
2311347,GameplayDNA,0.0,N
2311351,Outlaws,Mirage,N
2311351,Outlaws,Mirage,Y
2311351,Nexus,Cobblestone,N
2311351,Nexus,Cobblestone,Y
2311352,"Spirit Academy",Mirage,N
2311352,Nemiga,Cobblestone,N
2311353,Tengri,0.0,N
2311353,"Vega Squadron",0.0,N
2311354,"Spirit Academy",0.0,N
2311354,"Vega Squadron",0.0,N
2311355,Tengri,Mirage,N
2311355,Nemiga,Overpass,N
2311356,"Spirit Academy",Inferno,N
2311356,Tengri,Mirage,N
2311357,"Quantum Bellator Fire",0.0,N
2311357,Spirit,0.0,N
2311358,pro100,0.0,N
2311358,Spartak,0.0,N
2311359,"Quantum Bellator Fire",0.0,Y
2311359,pro100,0.0,Y
2311360,Spartak,Train,N
2311360,Spartak,Train,Y
2311360,Spirit,Nuke,N
2311360,Spirit,Nuke,Y
2311361,pro100,Mirage,Y
2311361,pro100,Mirage,N
2311361,Spartak,Nuke,Y
2311361,Spartak,Nuke,N
2311366,"Quantum Bellator Fire",Mirage,Y
2311366,Tengri,Train,Y
2311367,"Vega Squadron",Cache,Y
2311367,pro100,Nuke,Y
2311368,"Quantum Bellator Fire",Nuke,N
2311368,pro100,Cobblestone,N
2311369,"Vega Squadron",Overpass,Y
2311369,"Vega Squadron",Overpass,N
2311369,Tengri,Cache,Y
2311369,Tengri,Cache,N
2311370,pro100,Cache,Y
2311370,pro100,Cache,N
2311370,"Vega Squadron",Mirage,Y
2311370,"Vega Squadron",Mirage,N
2311371,Tengri,Train,N
2311371,"Vega Squadron",Inferno,N
2311372,"Black Dragons",Nuke,N
2311372,"Black Dragons",Nuke,Y
2311372,TeamOne,Cobblestone,N
2311372,TeamOne,Cobblestone,Y
2311373,Merciless,Cobblestone,N
2311373,Keyd,Cache,N
2311377,Planetkey,0.0,Y
2311377,x6tence,0.0,Y
2311386,ex-Manatee,Nuke,Y
2311386,ex-Manatee,Nuke,N
2311386,"Binary Dragons",Mirage,Y
2311386,"Binary Dragons",Mirage,N
2311399,SP,Mirage,Y
2311399,TYLOO,Cache,Y
2311403,ViCi,Cobblestone,Y
2311403,rTE,Mirage,Y
2311404,T.O.T,Cache,Y
2311404,T.O.T,Cache,N
2311404,UYA,Overpass,Y
2311404,UYA,Overpass,N
2311405,AE,Mirage,Y
2311405,Eclipse,Nuke,Y
2311406,EMP,Cache,N
2311406,EMP,Cache,Y
2311406,LGD,Cobblestone,N
2311406,LGD,Cobblestone,Y
2311427,BIG,Mirage,Y
2311427,BIG,Mirage,N
2311427,"Red Reserve",Inferno,Y
2311427,"Red Reserve",Inferno,N
2311428,LDLC,Inferno,Y
2311428,PENTA,Overpass,Y
2311429,Complexity,0.0,Y
2311429,Immortals,0.0,Y
2311430,NRG,0.0,N
2311430,Luminosity,0.0,N
2311431,Cloud9,0.0,Y
2311431,paiN,0.0,Y
2311432,CLG,0.0,Y
2311432,Misfits,0.0,Y
2311433,Luminosity,0.0,Y
2311433,Immortals,0.0,Y
2311434,Complexity,Cobblestone,N
2311434,NRG,Inferno,N
2311435,NRG,Train,Y
2311435,Luminosity,Cache,Y
2311436,Cloud9,0.0,Y
2311436,CLG,0.0,Y
2311437,Misfits,Train,Y
2311437,paiN,Mirage,Y
2311438,paiN,Mirage,Y
2311438,CLG,Cache,Y
2311439,Cloud9,Cache,N
2311439,Luminosity,Nuke,N
2311440,Immortals,Cobblestone,Y
2311440,CLG,Train,Y
2311441,Immortals,Cache,N
2311441,Cloud9,Cobblestone,N
2311442,CLG,Cache,N
2311442,Luminosity,Cobblestone,N
2311443,Cloud9,Mirage,Y
2311443,CLG,Cache,Y
2311444,Cloud9,Inferno,N
2311444,Cloud9,Inferno,Y
2311444,Immortals,Mirage,N
2311444,Immortals,Mirage,Y
2311448,Nexus,Mirage,N
2311448,Imperial,Inferno,N
2311454,New4,Cache,Y
2311454,TYLOO,Mirage,Y
2311455,Flash,Cache,Y
2311455,BOOT,Mirage,Y
2311456,ViCi,Nuke,Y
2311456,LGD,Cobblestone,Y
2311458,CLG,0.0,N
2311458,Gambit,0.0,N
2311459,mousesports,0.0,N
2311459,Immortals,0.0,N
2311460,Cloud9,0.0,Y
2311460,fnatic,0.0,Y
2311461,Immortals,0.0,N
2311461,SK,0.0,N
2311462,CLG,0.0,Y
2311462,fnatic,0.0,Y
2311463,Singularity,Nuke,N
2311463,mousesports,Mirage,N
2311464,Cloud9,Cache,Y
2311464,Gambit,Train,Y
2311465,SK,Inferno,Y
2311465,mousesports,Mirage,Y
2311466,Gambit,Inferno,Y
2311466,fnatic,Train,Y
2311467,CLG,Mirage,N
2311467,CLG,Mirage,Y
2311467,SK,Train,N
2311467,SK,Train,Y
2311468,fnatic,Overpass,Y
2311468,fnatic,Overpass,N
2311468,Immortals,Inferno,Y
2311468,Immortals,Inferno,N
2311469,fnatic,Overpass,Y
2311469,fnatic,Overpass,N
2311469,SK,Inferno,Y
2311469,SK,Inferno,N
2311471,LDLC,Inferno,N
2311471,"Red Reserve",Train,N
2311472,BIG,Cobblestone,N
2311472,PENTA,Train,N
2311494,UYA,Overpass,N
2311494,Eclipse,Mirage,N
2311495,TYLOO,Cobblestone,N
2311495,Flash,Mirage,N
2311498,BOOT-d[S],Train,N
2311498,"MVP Project",Inferno,N
2311500,"MVP Project",Overpass,N
2311500,ViCi,Cobblestone,N
2311502,ViCi,Overpass,N
2311502,ViCi,Overpass,Y
2311502,BOOT-d[S],Cache,N
2311502,BOOT-d[S],Cache,Y
2311503,UYA,Mirage,Y
2311503,UYA,Mirage,N
2311503,ViCi,Cobblestone,Y
2311503,ViCi,Cobblestone,N
2311509,TYLOO,Mirage,Y
2311509,ViCi,Cobblestone,Y
2311512,PopcornPlokker$,Train,Y
2311512,Crowns,Cache,Y
2311513,"Skjuta Hess",Mirage,N
2311513,"Skjuta Hess",Mirage,Y
2311513,fightclub,Cobblestone,N
2311513,fightclub,Cobblestone,Y
2311519,Bpro,Inferno,N
2311519,TTFU,Mirage,N
2311521,Crowns,Cache,N
2311521,Crowns,Cache,Y
2311521,fightclub,Train,N
2311521,fightclub,Train,Y
2311530,Athletico,0.0,N
2311530,Legacy,0.0,N
2311534,Legacy,Train,Y
2311534,"Dark Sided",Overpass,Y
2311540,Outlaws,Mirage,Y
2311540,Outlaws,Mirage,N
2311540,Bpro,Nuke,Y
2311540,Bpro,Nuke,N
2311553,Ballistix,0.0,N
2311553,Envy,0.0,N
2311554,BIG,0.0,Y
2311554,Kinguin,0.0,Y
2311555,BIG,0.0,N
2311555,Ballistix,0.0,N
2311556,Envy,Nuke,Y
2311556,Envy,Nuke,N
2311556,Kinguin,Overpass,Y
2311556,Kinguin,Overpass,N
2311557,Envy,Inferno,N
2311557,Ballistix,Cache,N
2311558,PENTA,0.0,Y
2311558,iGame.com,0.0,Y
2311559,Dignitas,0.0,N
2311559,LDLC,0.0,N
2311560,Dignitas,0.0,Y
2311560,PENTA,0.0,Y
2311561,LDLC,Cobblestone,N
2311561,LDLC,Cobblestone,Y
2311561,iGame.com,Mirage,N
2311561,iGame.com,Mirage,Y
2311562,LDLC,Nuke,Y
2311562,LDLC,Nuke,N
2311562,Dignitas,Cache,Y
2311562,Dignitas,Cache,N
2311563,PENTA,Cobblestone,Y
2311563,PENTA,Cobblestone,N
2311563,Envy,Inferno,Y
2311563,Envy,Inferno,N
2311564,Dignitas,Inferno,N
2311564,BIG,Mirage,N
2311565,PENTA,Mirage,Y
2311565,PENTA,Mirage,N
2311565,Dignitas,Inferno,Y
2311565,Dignitas,Inferno,N
2311566,Envy,Cobblestone,N
2311566,BIG,Overpass,N
2311567,BIG,Overpass,N
2311567,Dignitas,Cache,N
2311568,BIG,Overpass,N
2311568,PENTA,Train,N
2311569,"Binary Dragons",Cache,Y
2311569,Team123,Cobblestone,Y
2311570,PRIDE,Overpass,Y
2311570,eXtatus,Train,Y
2311571,"Binary Dragons",Nuke,N
2311571,PRIDE,Cache,N
2311572,eXtatus,Inferno,Y
2311572,Team123,Train,Y
2311573,Team123,Nuke,Y
2311573,Team123,Nuke,N
2311573,PRIDE,Mirage,Y
2311573,PRIDE,Mirage,N
2311574,eXtatus,Mirage,N
2311574,"Binary Dragons",Cache,N
2311575,Impossible,Train,Y
2311575,Impossible,Train,N
2311575,"North Academy",Mirage,Y
2311575,"North Academy",Mirage,N
2311576,Defusekids,Train,N
2311576,Imperial,Mirage,N
2311577,Defusekids,Inferno,Y
2311577,"North Academy",Nuke,Y
2311578,Impossible,Inferno,Y
2311578,Imperial,Mirage,Y
2311579,"North Academy",Train,Y
2311579,"North Academy",Train,N
2311579,Imperial,Cache,Y
2311579,Imperial,Cache,N
2311580,Impossible,Inferno,Y
2311580,Defusekids,Cache,Y
2311581,Outlaws,Train,Y
2311581,Outlaws,Train,N
2311581,Spartak,Mirage,Y
2311581,Spartak,Mirage,N
2311584,Outlaws,Train,Y
2311584,Outlaws,Train,N
2311584,Epsilon,Overpass,Y
